question,answer
"Scott wants to make and freeze a large batch of ratatouille.  At the farmers' market he buys 5 pounds of eggplants and 4 pounds of zucchini at $2.00 a pound.  He needs 4 pounds of tomatoes that are $3.50 a pound.  The onions are $1.00 a pound and he needs 3 pounds.  Then he needs a pound of basil which is sold for $2.50 per half pound.  If this yields 4 quarts, how much does each quart cost?","He buys 5 pounds of eggplants and 4 pounds of zucchini so he buys 5+4 = <<5+4=9>>9 pounds of produce
These 9 pounds are $2.00 a pound for a total of 9*2 = $<<9*2=18.00>>18.00
He needs 4 pounds of tomatoes that are $3.50 a pound for a total of 4*3.50 = $<<4*3.50=14.00>>14.00
He needs 3 pounds of onions that are $1.00 a pound so that's 3*1 = $<<3*1=3.00>>3.00
The basil is sold by the half-pound and he needs a full pound so that's 2.50*2 = $<<2.5*2=5.00>>5.00
The eggplants and zucchinis cost $18.00, the tomatoes are $14.00, the onions are $3.00 and the basil is $5.00 for a total of 18+14+3+5 = $<<18+14+3+5=40.00>>40.00
This recipe makes 4 quarts and the total price of the vegetables was $40.00 so each quart costs 40/4 = $10.00
#### 10"
"Jerry, Gabriel, and Jaxon ask their parents to buy them toys to play with. Jerry is bought 8 more toys than Gabriel, but Gabriel has twice as many toys as Jaxon. If Jaxon got 15 toys, what's the total number of toys they all have?","Jaxon has <<15=15>>15 toys
Gabriel has twice Jaxon's, Gabriel got 2*15 = <<2*15=30>>30 toys.
Jerry got 8 more toys than Gabriel, which is 30 +8 = <<30+8=38>>38 toys
Jaxon's toys plus Gabriel's toys plus Jerry's toys is 15+30+38 = <<15+30+38=83>>83 toys
#### 83"
"Joshua, Jose, and Albert are collecting rocks. Joshua collected 80 rocks while Jose collected 14 fewer rocks. Albert has collected 20 more rocks than Jose. How many more rocks did Albert collect than Joshua?","Jose collected 80 - 14 = <<80-14=66>>66 rocks.
Albert collected 66 + 20 = <<66+20=86>>86 rocks.
Thus, Albert collected 86 - 80 = <<86-80=6>>6 more rocks than Joshua.
#### 6"
"During a school meeting, 300 students and 30 teachers are seated but 25 students are standing. How many attended the school meeting?","There are 300 students + 30 teachers = <<300+30=330>>330 people that are seated.
Since there 25 students that are standing, so 330 + 25 = 355 people who attended the school meeting.
#### 355"
"Pablo likes to put together jigsaw puzzles. He can put together an average of 100 pieces per hour. He has eight puzzles with 300 pieces each and five puzzles with 500 pieces each. If Pablo only works on puzzles for a maximum of 7 hours each day, how many days will it take him to complete all of his puzzles?","First find how many pieces are total in each puzzle. 8 puzzles * 300 pieces each = <<8*300=2400>>2400 pieces.
Next, 5 puzzles * 500 pieces each = <<5*500=2500>>2500 pieces.
All of the puzzles have 2400 pieces + 2500 pieces = <<2400+2500=4900>>4900 pieces total.
He will work a maximum of 7 hours each day * 100 pieces per hour = <<7*100=700>>700 pieces per day.
So he will end up taking 4900 pieces total / 700 pieces per day = <<4900/700=7>>7 days total.
#### 7"
"There are 6 people going on an airplane trip.  They each have 5 bags of luggage.  Each of their bags weighs the maximum weight allowed, 50 pounds.  The airplane can hold a total luggage weight of 6000 pounds.  How many more bags at maximum weight can the plane hold?","Each person brought 5 bags * 50 pounds per bag = <<5*50=250>>250 pounds per person.
There are 6 people * 250 pounds per person = <<6*250=1500>>1500 pounds of luggage on the plane.
The plan can hold 6000 pounds - 1500 pounds = <<6000-1500=4500>>4500 pounds of luggage space left.
The plane can hold an additional 4500 pounds / 50 pounds per bag = <<4500/50=90>>90 pieces of luggage.
#### 90"
"For homework, Brooke has 15 math problems, 6 social studies problems, and 10 science problems. He can answer each math problem for 2 minutes while answering each social studies problem takes him 30 seconds. If he can answer each science problem in 1.5 minutes, how long will it take Brooke to answer all his homework?","Brooke will take 15 x 2 = <<15*2=30>>30 minutes to answer all math problems.
It will take him 6 x 30 seconds = <<6*30=180>>180 seconds to answer all social studies problems.
In minutes, this is equal to 180/60 = <<180/60=3>>3 minutes.
It will take him 10 x 1.5 minutes = <<10*1.5=15>>15 minutes to answer all science problems.
Therefore, Brooke will take 30 + 3 + 15 = <<30+3+15=48>>48 minutes to finish his homework.
#### 48"
"Mike has earned a total of $160 in wages this week. He received the wages for his first job, then later received the wages from his second job where he works 12 hours a week. If his second job pays $9 per hour then how much money, in dollars, did Mike receive from his first job?","From his second job, Mike receives $9/hour * 12 hours = $<<9*12=108>>108.
He therefore earned $160 – $108 = $<<52=52>>52 from his first job.
#### 52"
"Jolene and Phil have four children, each with the same birthday.  They gave birth to their first child exactly 15 years ago.  They gave birth to their second child exactly one year after the birth of their first child.  They gave birth to their third child on the fourth birthday of their second child. Two years after the birth of their third child, they gave birth to their fourth child.  How old, in years, is their fourth child?","Their 1st child was born 15 years ago, and therefore is <<15=15>>15 years old.
Their 2nd child was born 1 year after their 15-year-old child, and therefore is 15-1=<<15-1=14>>14 years old.
Their 3rd child was born 4 years after their 14-year-old child, and therefore is 14-4=10 years old.
Their 4th child was born 2 years after their 10-year-old child, and therefore is 10-2=8 years old.
#### 8"
"Faye had $20. Today, her mother gave her twice as much as her money. If she bought ten cupcakes at $1.50 each and five boxes of cookies at $3 per box, how much money did she have left?","Faye's mother gave her 2 x $20 = $<<2*20=40>>40.
So, Faye had a total of $20 + $40 = $<<20+40=60>>60.
Ten cupcakes cost 10 x $1.50 = $<<10*1.5=15>>15.
Five boxes of cookies cost 5 x $3 = $<<5*3=15>>15.
Thus, Faye spent $15 + $15 = $<<15+15=30>>30.
Therefore, Faye has $60 - $30 = $<<60-30=30>>30 left.
#### 30"
"Boston had .5 feet of snow on the first day of winter.  The next day they got an additional 8 inches.  Over the next 2 days, 2 inches of the snow melted.  On the fifth day, they received another 2 times the amount of snow they received on the first day.  How many feet of snow do they now have?","12 inches is 1 foot and they received a .5 foot of snow on the first day so they received 12*.5 = <<12*.5=6>>6 inches of snow
The first day they had 6 inches and then received another 8 inches for a total of 6+8 = <<6+8=14>>14 inches
2 inches melted from their 14 inches so that leaves 14-2 = <<14-2=12>>12 inches of snow
They received 2 times the amount as the first day's 6 inches of snow so that's 2*6 = <<2*6=12>>12 inches of snow
So they had 12 inches of snow and received another 12 inches of snow for a total of 12+12 = <<12+12=24>>24 inches
12 inches is 1 foot and they have 24 inches of snow so they have 24/12 = 2 feet of snow
#### 2"
"Mrs. Gable’s third grade class is on a field trip to the beach. For lunch, Mrs. Gable brought 20 lunches for the 20 students in her class. She included a pack of animal crackers in each lunch bag for dessert. Each pack of animal crackers contained 10 animal crackers. If 2 students did not eat their animal crackers, how many animal crackers were eaten in total among Mrs. Gable’s students?","Since 2 students did not eat their animal crackers, 20 - 2 = <<20-2=18>>18 students ate their animal crackers.
The students ate a total of 18 * 10 =<<18*10=180>>180 animal crackers
#### 180"
"To get to work, Ryan bikes one day a week takes the bus three times a week and gets a ride from a friend once a week. It takes him thirty minutes to bike to work. The bus takes ten minutes longer since it stops at every bus stop for other passengers. His friend driving him is the fastest and cuts two-thirds off his biking time. How many minutes does he spend every week commuting to work?","The bus to Ryan’s work takes 10 minutes longer than his bike ride, so it takes 10 + 30 = <<10+30=40>>40 minutes.
Ryan takes the bus 3 times a week, so the bus rides take 40 * 3 = <<40*3=120>>120 minutes a week.
His friend cuts two-thirds off his biking time, which is 2/3*30 = <<2/3*30=20>>20 minutes a week.
This means his friend takes 30-20 = <<30-20=10>>10 minutes to drive him.
Therefore, Ryan spends 120 + 10 + 30 = <<120+10+30=160>>160 minutes every week commuting to work.
#### 160"
Norma takes her clothes to the laundry. She leaves 9 T-shirts and twice as many sweaters as T-shirts in the washer. When she returns she finds 3 sweaters and triple the number of T-shirts. How many items are missing?,"Norma left 9 T-shirts And twice as many sweaters, she took 9 * 2= <<9*2=18>>18 sweaters
Adding the T-shirts and sweaters, Norma left 9 + 18 = <<9+18=27>>27 clothes
When she came back, she found 3 sweaters And triple the number of T-shirts, she found 3 * 3 = <<3*3=9>>9 T-shirts
Adding the T-shirts and sweaters, Norma found 3 + 9 = <<3+9=12>>12 clothes
Subtracting the clothes she left from the clothes she found, 27 - 12 = <<27-12=15>>15 clothes are missing
#### 15"
"Nina wants to give presents to her children. She buys three toys at $10 each, two packs of basketball cards at $5 each,  and five shirts at $6 each. How much does she spend in all?","Three toys cost 3 x $10 = $<<3*10=30>>30.
Two packs of basketball cards cost 2 x $5 = $<<2*5=10>>10.
And, five shirts cost 5 x $6 = $<<5*6=30>>30.
Therefore, Nina spends a total of $30 + $10 + $30 = $<<30+10+30=70>>70 in all.
#### 70"
Keith scored 3 points on the math test. Larry scored 3 times as many marks. Danny scored 5 more marks than Larry. Find the total amount of marks scored by the three students.,"Larry scored 3 x 3 = <<3*3=9>>9 marks.
Danny scored 9 + 5 = <<9+5=14>>14 marks.
The total marks scored by the three students is 3 + 9 + 14 = <<3+9+14=26>>26.
#### 26"
"John buys a pair of earbuds that cost $200.  If tax was 15%, how much did he pay after tax?","The tax was 200*.15=$<<200*.15=30>>30
So he paid 200+30=$<<200+30=230>>230
#### 230"
"Ruby was going to order pizza for dinner.  Her son would only eat pepperoni pizza.  Her daughter would only eat sausage.  Ruby and her husband wanted black olive and mushroom pizza.  To make life easy, Ruby decided to order an entire pizza for each of her children and she would split one with her husband.  The pizza restaurant charged $10.00 per pizza and $1.00 per topping.  She also needed to add a $5.00 tip.  Including tip, how much would the pizza order cost?","Ruby was going to order 1 for her son, 1 for her daughter and 1 to share with her husband. So she needed to order 1+1+1 = <<1+1+1=3>>3 pizzas
Each pizza cost $10 and she was ordering 3 so that comes to 10*3 = $<<10*3=30.00>>30.00
She needed to order pepperoni, sausage, black olive and mushroom, which came to 4 toppings at $1.00 each so 4*1 = $<<4*1=4.00>>4.00 extra for toppings
The pizzas cost $30 and $4 for the toppings so the total costs of the pizzas came to 30+4 = $<<30+4=34.00>>34.00
She also had to add a $5.00 tip to her current order total of $34.00 so 5+34.00 = $<<5+34=39.00>>39.00 for the total order
#### 39"
Each wall of a 3 sided shower has 8 tiles running the width of the wall and 20 tiles running the height of the wall.  How many tiles are in the shower?,"There are 8 tiles along the width and 20 tiles along the height for a total of 8*20 = <<8*20=160>>160 tiles
Each wall has 160 tiles and there are 3 walls so there are 160*3 = <<160*3=480>>480 tiles in the shower
#### 480"
