question,answer
"Sara builds a birdhouse that is 1 foot wide, 2 feet tall and 2 feet deep. Jake builds a birdhouse that is 16 inches wide, 20 inches tall and 18 inches deep. What is the difference in volume between the two birdhouses?","How many inches are in Sara’s birdhouse? ** To compare volumes, the measurements must be in the same units. There are 12 inches in 1 ft, so Sara’s birdhouse is 1 ft x 12 inches/ft = 12 inches wide, 2 ft x 12 inches/ft = 24 inches tall, and 2 ft x 12 inches/ft = 24 inches deep.
How many cubic inches are in Sara’s birdhouse? ** The volume of Sara’s birdhouse is 12 inches x 24 inches x 24 inches = <<12*24*24=6912>>6,912 cubic inches
How many cubic inches are in Jake’s birdhouse? ** The volume of Jake’s birdhouse is 16 inches x 20 inches x 18 inches = <<16*20*18=5760>>5,760 cubic inches.
What is the difference in volume between the two birdhouses? ** The difference between the two birdhouses is 6,912 cubic inches – 5,760 cubic inches = <<6912-5760=1152>>1,152 cubic inches.
#### 1,152"
"Jessica was trying to win a gift card to her favorite store.  To win, she had to guess the total number of red & white jelly beans in the bowl of mixed color jelly beans. She figured it would take three bags of jelly beans to fill up the fishbowl.  She assumed that each bag of jellybeans had a similar distribution of colors in each bag.  She bought one bag of jellybeans and separated them by color.  She had 24 red, 13 black, 36 green, 28 purple, 32 yellow and 18 white.  What was Jessica's guess as to how many red and white jelly beans were in the fishbowl?","How many red and white jelly beans did Jessica count? ** We know she counted 24 red jelly beans and 18 white jelly beans so 24 + 18 = <<24+18=42>>42 jelly beans
How many red and white jellybeans are in the fishbowl? ** Even though she only bought 1 bag of jellybeans, she thought it would take 3 bags to fill up the bowl. So 3 bags * 42 jellybeans = <<1*42+1*42+1*42=126>>126 total red & white jellybeans
#### 126"
"Luke pays a school fee. His mother gave him one $50 bill, two $20 bills, and three $10 bills. His father gave him four $50 bills, one $20 bill, and one $10 bill. If his parents gave him the exact amount for the school fee, how much is the school fee?","How many $50 bills did Luke's parents give him? ** Luke's parents gave him 1 + 4 = <<1+4=5>>5 $50 bills.
How much do the $50 bills amount to? ** These $50 bills amount to $50 x 5 = $<<50*5=250>>250.
How many $20 bills did Luke's parents give him? ** His parents gave him 2 + 1 = <<2+1=3>>3 $20 bills.
How much do the $20 bills amount to? ** These $20 bills amount to $20 x 3 = $<<20*3=60>>60.
How many $10 bills did Luke's parents give him? ** His parents gave him 3 + 1 = <<3+1=4>>4 $10 bills.
How much do the $10 bills amount to? ** These $10 bills amount to $10 x 4 = $<<10*4=40>>40.
How much is the school fee? ** Therefore, Luke's school fee is $250 + $60 + $40 = $<<250+60+40=350>>350.
#### 350"
Kara mixes cups of sugar and water in the ratio of 1:2 to make one liter of lemonade. Calculate the total number of cups of sugar used if she used 84 cups to make lemonade.,"How many cups of sugar and water are needed to make lemonade? ** The total ratio for the cups of sugar and water needed to make lemonade is 1+2 = <<1+2=3>>3
How many cups of sugar are needed to make one liter of lemonade? ** In the 3 cups needed to make one liter of lemonade, the fraction representing the cups of sugar needed is 1/3.
How many cups of sugar did Kara use? ** If she used 84 cups while making lemonade, she used 1/3*84 = <<84*1/3=28>>28 cups of sugar.
#### 28"
"At Kaleb's Restaurant, a group with six adults and two children came in to eat. If each adult meal cost six dollars and each children's meal was $4, and every person ordered a soda for $2  how much was the bill?","How much does each adult meal cost? ** The cost for adult meals is 6 adults * $6 = $<<6*6=36>>36.
How much does each children's meal cost? ** The cost for children's meals is 2 children * $4 = $<<2*4=8>>8.
How many people are ordering drinks? ** The total people ordering drinks is 6 + 2 = <<6+2=8>>8.
How much does each drink cost? ** The cost for drinks is 8 people * $2 = $<<8*2=16>>16.
How much is the bill? ** The total cost for the meal is $36 + $8 + $16 = $<<36+8+16=60>>60.
#### 60"
Brandon sold 86 geckos last year. He sold twice that many the year before. How many geckos has Brandon sold in the last two years?,"How many geckos did Brandon sell last year? ** Last year: 86 geckos
How many geckos did Brandon sell two years ago? ** 2 years ago: 86(2)=172
How many geckos did Brandon sell in the last two years? ** Total number of geckos sold 86+172=<<86+172=258>>258 geckos
#### 258"
Tim has 30 toads. Jim has 20 more toads than Tim does. Sarah has twice as many toads as Jim does. How many toads does Sarah have?,"How many toads does Jim have? ** Jim has 30+20 = <<30+20=50>>50 toads
How many toads does Sarah have? ** Sarah has 50*2 = <<50*2=100>>100 toads
#### 100"
"A particular train has some passenger cars and a number of cargo cars equal to half the number of passenger cars plus three. If the total number of cars is 71, counting the engine and caboose, how many passenger cars are in the train?","How many cars are there not counting the engine and caboose? ** First find the number of cars not counting the engine and caboose: 71 cars - 2 cars = <<71-2=69>>69 cars
How many cars are there? ** Let p be the number of passenger cars and c be the number of cargo cars. We know that p + c = 69 and c = p/2 + 3
Write an equation ** Substituting the second equation into the first, we get p + p/2 + 3 = 69
Combine like terms ** Combining like terms, we get 1.5p + 3 = 69
Subtract 3 ** Subtracting 3 from both sides, we get 1.5p = 66
Divide by 1.5 ** Dividing both sides by 1.5, we get p = 44
#### 44"
Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,"How many blocks did Stella and Twinkle fill up the truck in an hour? ** Stella and Twinkle filled up the truck at the rate of 250 blocks per hour per person, a total of 2*250 = <<250*2=500>>500 blocks per hour for both.
How many blocks did Stella and Twinkle fill up the truck in four hours? ** After working for four hours, Stella and Twinkle had filled 4*500 = <<4*500=2000>>2000 blocks into the truck.
How many blocks did Stella and Twinkle have to put into the truck for it to be full? ** The number of blocks they had to put into the truck for it to be full is 6000-2000 = <<6000-2000=4000>>4000
How many people were filling the truck now? ** When 6 more people joined Stella and Twinkle, a total of 2+6 = <<2+6=8>>8 people were filling the truck now.
How many blocks did the eight people fill the truck in an hour? ** Working at the rate of 250 blocks per person, the eight people filled the truck with 250*8 = <<250*8=2000>>2000 blocks in one hour.
How many hours did the 8 people take to fill the truck? ** If there were 4000 blocks that still needed to be put into the truck, the 8 people took 4000/2000 = <<4000/2000=2>>2 hours to fill the truck with the blocks.
How many hours did filling the truck take? ** The total time it took to fill up the tank is 4+2 = <<4+2=6>>6 hours.
#### 6"
"The distance between Arizona and New York is around 2,000 miles by plane. The distance between the 2 different US states increases by 40% if someone decides to drive instead of flying. Missouri is midway between Arizona and New York. How far away is Missouri from New York if someone decides to go by car?","How far is it by plane? ** The distance between Arizona and New York is 2,000 miles by plane.
How far is it by car? ** The distance between Arizona and New York is 40% greater by car, which is 40% * 2,000 = <<40*.01*2000=800>>800 miles.
How far is it by car? ** This results in a total of 2,000 + 800 = <<2000+800=2800>>2,800 miles between Arizona and New York by car.
How far is it from Missouri to New York? ** If Missouri is in the middle of the way between Arizona and New York, someone would drive half of the distance to go from Missouri to New York, which is 2,800 / 2 = <<2800/2=1400>>1,400.
#### 1400"
"To make fried green tomatoes, Thelma cuts each green tomato into 8 slices before cooking them up.  If 20 slices of fried green tomato make a meal for a single person, how many tomatoes will Thelma need to make enough fried green tomatoes to feed a family of 8 for a single meal?","How many slices of tomato will Thelma need to make enough fried green tomatoes to feed a family of 8 for a single meal? ** If 20 slices are sufficient for a meal to feed a single person, then to feed eight Thelma will need 8*20=<<20*8=160>>160 slices of tomato.
How many tomatoes will Thelma need to make enough fried green tomatoes to feed a family of 8 for a single meal? ** At 8 slices per tomato, Thelma will need 160/8=<<160/8=20>>20 tomatoes to feed a family of 8.
#### 20"
"Gary manages two Amazon distribution centers. The first center processes 10000 packages per day, and the second center processes three times that volume. If Amazon makes 5 cents of profit per package, how much profit per week do the two centers make combined?","How many packages does the second center process per day? ** First find how many packages the second center processes per day: 10000 packages/day * 3 = <<10000*3=30000>>30000 packages/day
How many packages does the second center process per day? ** Then add the packages the first center processes: 30000 packages/day + 10000 packages/day = <<30000+10000=40000>>40000 packages/day
How much profit does Amazon make per day? ** Then multiply the number of packages by Amazon's profit per package to find Amazon's daily profit: 40000 packages/day * $0.05/package = $2000/day
How much profit does Amazon make per week? ** Then multiply the daily profits by the number of days in a week to find the weekly profits: $2000/day * 7 days/week = $<<2000*7=14000>>14000/week
#### 14000"
Jenny is trying to convince her cat to walk on a leash. The cat spends twenty minutes resisting. Then Jenny coaxes the cat to walk 64 feet at a rate of 8 feet/minute. How many minutes does this whole process take?,"How many minutes does the cat walk? ** First find how many minutes the cat spends walking: 64 feet / 8 feet/minute = <<64/8=8>>8 minutes
How many minutes does the cat spend resisting? ** Then add this to the time the cat spent resisting to find the total amount of time: 8 minutes + 20 minutes = <<8+20=28>>28 minutes
#### 28"
Tye goes to two different banks and withdraws $300 from each bank.  If he got it all in 20 dollar bills how many bills did he get?,"How much money did Tye get? ** He got 300*2=$<<300*2=600>>600
How many bills did Tye get? ** So he got 600/20=<<600/20=30>>30 bills
#### 30"
"Mrs. Kaplan has 1/4 as many pizza slices as Bobby has. If Bobby has 2 pizzas and each pizza has 6 slices, how many slices does Mrs. Kaplan have?","How many pizza slices does Bobby have? ** Bobby has 2*6 = <<2*6=12>>12 pizza slices.
How many pizza slices does Mrs. Kaplan have? ** 1/4 of how many pizza slices Bobby had is 12/4 = <<12/4=3>>3 pizza slices.
#### 3"
